chr	start_promoter	end_promoter	strand	gene_name
chr22	26877803	26881803	-	HPS4
chr22	26877843	26881843	+	SRRD
chr22	26906471	26910471	-	TFIP11
chr22	26990681	26994681	-	TPST2
chr22	27012052	27016052	-	CRYBB1
chr22	27015928	27019928	+	CRYBA4
chr22	28195486	28199486	-	MN1
chr22	28314122	28318122	-	PITPNB
chr22	29073853	29077853	-	TTC28
chr22	29136410	29140410	-	CHEK2
chr22	29136019	29140019	+	HSCB
chr22	29166662	29170662	+	CCDC117
chr22	29194585	29198585	-	XBP1
chr22	29277580	29281580	+	ZNRF3
chr22	29455832	29459832	-	C22orf31
chr22	29467066	29471066	+	KREMEN1
chr22	29599840	29603840	+	EMID1
chr22	29662198	29666198	-	RHBDD3
chr22	29661998	29665998	+	EWSR1
chr22	29700572	29704572	+	GAS2L1
chr22	29713668	29717668	-	RASL10A
chr22	29817168	29821168	-	AP1B1
chr22	29832572	29836572	+	RFPL1
chr22	29874219	29878219	+	NEFH
chr22	29949205	29953205	-	THOC5
chr22	29975326	29979326	-	NIPSNAP1
chr22	29997545	30001545	+	NF2
chr22	30114073	30118073	+	CABP7
chr22	30161000	30165000	-	ZMAT5
chr22	30161358	30165358	+	UQCR10
chr22	30232271	30236271	-	ASCC2
chr22	30277144	30281144	+	MTMR3
chr22	30474163	30478163	+	HORMAD2
chr22	30640840	30644840	-	LIF
chr22	30660829	30664829	-	OSM
chr22	30683616	30687616	-	GATSL3
chr22	30693471	30697471	-	RP1-130H16.18
chr22	30721035	30725035	-	TBC1D10A
chr22	30750936	30754936	-	SF3A1
chr22	30750624	30754624	+	CCDC157
chr22	30815760	30819760	-	RNF215
chr22	30790846	30794846	+	SEC14L2
chr22	30803244	30807244	+	RP4-539M6.19
chr22	30812469	30816469	-	KIAA1658
chr22	30819518	30823518	+	MTFP1
chr22	30866036	30870036	-	SEC14L3
chr22	30899698	30903698	-	SEC14L4
chr22	30940669	30944669	-	SEC14L6
chr22	30968574	30972574	-	GAL3ST1
chr22	31001070	31005070	-	PES1
chr22	31000825	31004825	+	TCN2
chr22	31029639	31033639	+	SLC35E4
chr22	31061877	31065877	-	DUSP18
chr22	31087769	31091769	+	OSBP2
chr22	31362284	31366284	-	MORC2
chr22	31458091	31462091	+	SMTN
chr22	31514055	31518055	-	SELM
chr22	31516717	31520717	+	INPP5J
chr22	31534593	31538593	-	PLA2G3
chr22	31554168	31558168	+	RNF185
chr22	31606225	31610225	+	LIMK2
chr22	31686520	31690520	-	PIK3IP1
chr22	31740218	31744218	-	PATZ1
chr22	31740875	31744875	+	AC005003.1
chr22	31793509	31797509	+	DRG1
chr22	31890094	31894094	-	EIF4ENIF1
chr22	31882674	31886674	+	SFI1
chr22	32056418	32060418	-	PISD
chr22	32144126	32148126	-	PRR14L
chr22	32147944	32151944	+	DEPDC5
chr22	32339504	32343504	-	C22orf24
chr22	32338447	32342447	+	YWHAH
chr22	32437019	32441019	+	SLC5A1
chr22	32553309	32557309	-	C22orf42
chr22	32598718	32602718	-	RFPL2
chr22	32649328	32653328	-	SLC5A4
chr22	32748872	32752872	+	RFPL3
chr22	32776039	32780039	-	RFPL3S
chr22	32806242	32810242	-	RTCB
chr22	32858471	32862471	-	BPIFC
chr22	32868663	32872663	+	FBXO7
chr22	33452358	33456358	-	SYN3
chr22	33195687	33199687	+	TIMP3
chr22	34316829	34320829	-	LARGE
chr22	35460129	35464129	+	ISX
chr22	35651445	35655445	+	HMGXB4
chr22	35693268	35697268	+	TOM1
chr22	35774354	35778354	+	HMOX1
chr22	35794056	35798056	+	MCM5
chr22	35934915	35938915	+	RASD2
chr22	36031998	36035998	-	MB
chr22	36029181	36033181	-	AL049747.1
chr22	36042442	36046442	+	APOL6
chr22	36111919	36115919	+	APOL5
chr22	36422473	36426473	-	RBFOX2
chr22	36560225	36564225	-	APOL3
chr22	36598886	36602886	-	APOL4
chr22	36634000	36638000	-	APOL2
chr22	36647056	36651056	+	APOL1
chr22	36782063	36786063	-	MYH9
chr22	36876077	36880077	-	TXN2
chr22	36901148	36905148	-	FOXRED2
chr22	36923483	36927483	-	EIF3D
chr22	37097603	37101603	-	CACNG2
chr22	37170300	37174300	-	IFT27
chr22	37213523	37217523	-	PVALB
chr22	37255030	37259030	+	NCF4
chr22	37307670	37311670	+	CSF2RB
chr22	37401882	37405882	-	TEX33
chr22	37413681	37417681	-	TST
chr22	37413676	37417676	+	MPST
chr22	37445779	37449779	+	KCTD17
chr22	37503603	37507603	-	TMPRSS6
chr22	37569094	37573094	-	IL2RB
chr22	37593425	37597425	-	C1QTNF6
chr22	37606362	37610362	-	SSTR3
chr22	37638488	37642488	-	RAC2
chr22	37676068	37680068	+	CYTH4
chr22	37821505	37825505	-	ELFN2
chr22	37880439	37884439	-	MFNG
chr22	37913549	37917549	-	CARD10
chr22	37954454	37958454	+	CDC42EP1
chr22	37976623	37980623	-	LGALS2
chr22	38002481	38006481	+	GGA1
chr22	38028661	38032661	+	SH3BP1
chr22	38052734	38056734	+	PDXP
chr22	38069615	38073615	+	LGALS1
chr22	38075680	38079680	+	NOL12
chr22	38091011	38095011	+	TRIOBP
chr22	38199114	38203114	+	H1F0
chr22	38201912	38205912	+	GCAT
chr22	38217389	38221389	+	GALR3
chr22	38243334	38247334	-	ANKRD54
chr22	38242875	38246875	+	EIF3L
chr22	38299664	38303664	+	MICALL1
chr22	38347676	38351676	-	C22orf23
chr22	38346614	38350614	+	POLR2F
chr22	38381429	38385429	-	SOX10
chr22	38450318	38454318	+	PICK1
chr22	38478100	38482100	-	SLC16A8
chr22	38504677	38508677	-	BAIAP2L2
chr22	38599697	38603697	-	PLA2G6
chr22	38595889	38599889	+	MAFF
chr22	38667040	38671040	-	TMEM184B
chr22	38792527	38796527	-	CSNK1E
chr22	38849205	38853205	-	KCNJ4
chr22	38862067	38866067	+	KDELR3
chr22	38901665	38905665	-	DDX17
chr22	38964291	38968291	-	DMC1
chr22	39050634	39054634	-	FAM227A
chr22	39050641	39054641	+	CBY1
chr22	39075953	39079953	+	TOMM22
chr22	39095561	39099561	-	JOSD1
chr22	39099728	39103728	+	GTPBP1
chr22	39188148	39192148	-	SUN2
chr22	39188203	39192203	-	DNAL4
chr22	39237987	39241987	-	NPTXR
chr22	39266319	39270319	-	CBX6
chr22	39346746	39350746	+	APOBEC3A
chr22	39376352	39380352	+	APOBEC3B
chr22	39408088	39412088	+	APOBEC3C
chr22	39408368	39412368	+	APOBEC3D
chr22	39434609	39438609	+	APOBEC3F
chr22	39434924	39438924	+	APOBEC3G
chr22	39491229	39495229	+	APOBEC3H
chr22	39546679	39550679	-	CBX7
chr22	39638756	39642756	-	PDGFB
chr22	39655063	39659063	-	AL031590.1
chr22	39714394	39718394	-	RPL3
chr22	39743930	39747930	+	SYNGR1
chr22	39793746	39797746	+	TAB1
chr22	39851349	39855349	+	MGAT3
chr22	39893437	39897437	+	MIEF1
chr22	39913700	39917700	+	ATF4
chr22	39926860	39930860	-	RPS19BP1
chr22	39964758	39968758	+	CACNA1I
chr22	40287868	40291868	-	ENTHD1
chr22	40295086	40299086	+	GRAP2
chr22	40388953	40392953	+	FAM83F
chr22	40438821	40442821	+	TNRC6B
chr22	40740507	40744507	+	ADSL
chr22	40764595	40768595	+	SGSM3
chr22	41030706	41034706	-	MKL1
chr22	41072754	41076754	+	MCHR1
chr22	41213403	41217403	-	SLC25A17
chr22	41251026	41255026	-	ST13
chr22	41251081	41255081	+	XPNPEP3
chr22	41256130	41260130	-	DNAJB7
chr22	41345351	41349351	+	RBX1
chr22	41485790	41489790	+	EP300
chr22	41599209	41603209	+	L3MBTL2
chr22	41634938	41638938	-	CHADL
chr22	41680255	41684255	-	RANGAP1
chr22	41683686	41687686	-	AL035681.1
chr22	41695526	41699526	+	ZC3H7B
chr22	41761337	41765337	+	TEF
chr22	41841027	41845027	-	TOB2
chr22	41862729	41866729	-	PHF5A
chr22	41863129	41867129	+	ACO2
chr22	41938610	41942610	-	POLR3H
chr22	41954767	41958767	+	CSDC2
chr22	41983894	41987894	-	PMM1
chr22	42015100	42019100	-	DESI1
chr22	42015123	42019123	+	XRCC6
chr22	42084508	42088508	-	NHP2L1
chr22	42082943	42086943	+	C22orf46
chr22	42093503	42097503	+	MEI1
chr22	42194683	42198683	+	CCDC134
chr22	42227109	42231109	+	SREBF2
chr22	42308570	42312570	-	SHISA8
chr22	42320822	42324822	-	TNFRSF13C
chr22	42341168	42345168	-	CENPM
chr22	42370276	42374276	+	SEPT3
chr22	42392729	42396729	+	WBP2NL
chr22	42464846	42468846	-	NAGA
chr22	42468255	42472255	+	FAM109B
chr22	42473695	42477695	+	SMDT1
chr22	42484959	42488959	-	NDUFA6
chr22	42524908	42528908	-	CYP2D6
chr22	42737622	42741622	-	TCF20
chr22	42826401	42830401	-	NFAM1
chr22	42913808	42917808	-	RRP7A
chr22	42947623	42951623	+	SERHL2
chr22	43008968	43012968	-	POLDIP3
chr22	43043574	43047574	-	CYB5R3
chr22	43034607	43038607	-	ATP5L2
chr22	43115304	43119304	-	A4GALT
chr22	43252112	43256112	-	ARFGAP3
chr22	43409151	43413151	-	PACSIN2
chr22	43483434	43487434	-	TTLL1
chr22	43504754	43508754	+	BIK
chr22	43537400	43541400	-	MCAT
chr22	43545520	43549520	+	TSPO
chr22	43581139	43585139	-	TTLL12
chr22	43737394	43741394	-	SCUBE1
chr22	43805202	43809202	+	MPPED1
chr22	44206217	44210217	-	EFCAB6
chr22	44256398	44260398	-	SULT4A1
chr22	44285893	44289893	-	PNPLA5
chr22	44317619	44321619	+	PNPLA3
chr22	44349301	44353301	+	SAMM50
chr22	44393091	44397091	+	PARVB
chr22	44566836	44570836	+	PARVG
chr22	44706731	44710731	-	KIAA1644
chr22	44759431	44763431	+	RP1-32I10.10
chr22	44892178	44896178	-	LDOC1L
chr22	45062593	45066593	+	PRR5
chr22	45096113	45100113	+	PRR5-ARHGAP8
chr22	45096355	45100355	+	ARHGAP8
chr22	45403880	45407880	-	PHF21B
chr22	45557722	45561722	+	NUP50
chr22	45634650	45638650	-	KIAA0930
chr22	45678863	45682863	+	UPK3A
chr22	45702849	45706849	+	FAM118A
chr22	45807500	45811500	-	SMC1B
chr22	45807572	45811572	+	RIBC2
chr22	45896118	45900118	+	FBLN1
chr22	46065678	46069678	+	ATXN10
chr22	46371009	46375009	-	WNT7B
chr22	46448024	46452024	-	C22orf26
chr22	46447749	46451749	+	FLJ27365
chr22	46544424	46548424	+	PPARA
chr22	46644576	46648576	-	CDPF1
chr22	46657219	46661219	-	PKDREJ
chr22	46661858	46665858	+	TTC38
chr22	46690638	46694638	+	GTSE1
chr22	46724772	46728772	+	TRMU
chr22	46931067	46935067	-	CELSR1
chr22	46969909	46973909	+	GRAMD4
chr22	47132158	47136158	-	CERK
chr22	47156518	47160518	+	TBC1D22A
chr22	47880860	47884860	-	LL22NC03-75H12.2
chr22	48883272	48887272	+	FAM19A5
chr22	48941199	48945199	-	CTA-299D3.8
chr22	50049190	50053190	-	C22orf34
chr22	50219160	50223160	-	BRD1
chr22	50245490	50249490	+	ZBED4
chr22	50310106	50314106	-	ALG12
chr22	50309815	50313815	+	CRELD2
chr22	50352161	50356161	+	PIM3
chr22	50449088	50453088	-	IL17REL
chr22	50493364	50497364	-	TTLL8
chr22	50522331	50526331	-	MLC1
chr22	50526308	50530308	+	MOV10L1
chr22	50607160	50611160	+	PANX2
chr22	50622344	50626344	+	TRABD
chr22	50637408	50641408	+	SELO
chr22	50681421	50685421	-	TUBGCP6
chr22	50687834	50691834	-	HDAC10
chr22	50698254	50702254	-	MAPK12
chr22	50707196	50711196	-	MAPK11
chr22	50744056	50748056	-	PLXNB2
chr22	50712103	50716103	+	AL022328.1
chr22	50763489	50767489	-	DENND6B
chr22	50779733	50783733	+	PPP6R2
chr22	50911454	50915454	-	SBF1
chr22	50917985	50921985	+	ADM2
chr22	50923213	50927213	+	MIOX
chr22	50944135	50948135	-	LMF2
chr22	50944645	50948645	+	NCAPH2
chr22	50962868	50966868	-	SCO2
chr22	50966485	50970485	-	TYMP
chr22	50969009	50973009	-	ODF3B
chr22	50984462	50988462	+	KLHDC7B
chr22	50999334	51003334	-	SYCE3
chr22	51015899	51019899	-	CPT1B
chr22	51019394	51023394	-	CHKB-CPT1B
chr22	51037884	51041884	-	CHKB
chr22	51037114	51041114	+	MAPK8IP2
chr22	51064607	51068607	-	ARSA
chr22	51110843	51114843	+	SHANK3
chr22	51174624	51178624	+	ACR
chr22	51220091	51224091	-	RABL2B
chrX	190989	194989	+	PLCXD1
chrX	228886	232886	-	GTPBP6
chrX	345690	349690	-	PPP2R3B
chrX	583079	587079	+	SHOX
chrX	1329616	1333616	-	CRLF2
chrX	1385693	1389693	+	CSF2RA
chrX	1453509	1457509	+	IL3RA
chrX	1509617	1513617	-	SLC25A6
chrX	1570655	1574655	-	ASMTL
chrX	1654000	1658000	-	P2RY8
chrX	1708486	1712486	+	AKAP17A
chrX	1731894	1735894	+	ASMT
chrX	2418846	2422846	-	DHRSX
chrX	2417008	2421008	-	ZBED1
chrX	2607220	2611220	+	CD99
chrX	2668091	2672091	+	XG
chrX	2744829	2748829	+	GYG2
chrX	2845392	2849392	-	ARSD
chrX	2884286	2888286	-	ARSE
chrX	2922654	2926654	+	ARSH
chrX	2957512	2961512	+	ARSF
chrX	3187861	3191861	+	CXorf28
chrX	3262682	3266682	-	MXRA5
chrX	3629649	3633649	-	PRKX
chrX	3759898	3763898	-	RP11-706O15.1
chrX	6144904	6148904	-	NLGN4X
chrX	6451159	6455159	-	VCX3A
chrX	7064231	7068231	-	HDHD1
chrX	7135497	7139497	+	STS
chrX	7808303	7812303	+	VCX
chrX	7893780	7897780	-	PNPLA4
chrX	8137308	8141308	-	VCX2
chrX	8430871	8434871	+	VCX3B
chrX	8698227	8702227	-	KAL1
chrX	8767424	8771424	-	FAM9A
chrX	9130680	9134680	-	FAM9B
chrX	9429335	9433335	+	TBL1X
chrX	9752337	9756337	-	GPR143
chrX	9752496	9756496	+	SHROOM2
chrX	9933392	9937392	+	AC002365.1
chrX	9981602	9985602	+	WWC3
chrX	10123024	10127024	+	CLCN4
chrX	10849773	10853773	-	MID1
chrX	11127421	11131421	+	HCCS
chrX	11681821	11685821	-	ARHGAP6
chrX	11309533	11313533	+	AMELX
chrX	11774278	11778278	+	MSL3
chrX	12154585	12158585	+	FRMPD4
chrX	12807474	12811474	+	PRPS2
chrX	12883202	12887202	+	TLR7
chrX	12922739	12926739	+	TLR8
chrX	12991227	12995227	+	TMSB4X
chrX	13060801	13064801	-	FAM9C
chrX	13336518	13340518	-	ATXN3L
chrX	13585724	13589724	+	EGFL6
chrX	13669225	13673225	+	TCEANC
chrX	13705244	13709244	+	RAB9A
chrX	13750754	13754754	-	TRAPPC2
chrX	13750832	13754832	+	OFD1
chrX	13954757	13958757	-	GPM6B
chrX	14046012	14050012	-	GEMIN8
chrX	14545420	14549420	+	GLRA2
chrX	14889191	14893191	-	FANCB
chrX	14889563	14893563	+	MOSPD2
chrX	15286589	15290589	-	ASB9
chrX	15331778	15335778	-	ASB11
chrX	15351676	15355676	-	PIGA
chrX	15400498	15404498	-	FIGF
chrX	15509687	15513687	-	PIR
chrX	15480369	15484369	+	BMX
chrX	15618271	15622271	-	ACE2
chrX	15681154	15685154	-	TMEM27
chrX	15704953	15708953	+	CA5B
chrX	15806595	15810595	+	ZRSR2
chrX	15871054	15875054	-	AP1S2
chrX	16139679	16143679	+	GRPR
chrX	16183604	16187604	+	MAGEB17
chrX	16729059	16733059	-	CTPS2
chrX	16666281	16670281	+	S100G
chrX	16735755	16739755	+	SYAP1
chrX	16802550	16806550	+	TXLNG
chrX	16886537	16890537	-	RBBP7
chrX	16962814	16966814	+	REPS2
chrX	17391543	17395543	+	NHS
chrX	17753588	17757588	+	SCML1
chrX	17877457	17881457	-	RAI2
chrX	18237024	18241024	-	BEND2
chrX	18370847	18374847	-	SCML2
chrX	18441703	18445703	+	CDKL5
chrX	18688229	18692229	-	RS1
chrX	18692029	18696029	+	PPEF1
chrX	19000716	19004716	-	PHKA2
chrX	19138755	19142755	-	GPR64
chrX	19360011	19364011	+	PDHA1
chrX	19531379	19535379	-	MAP3K15
chrX	19903719	19907719	-	SH3KBP1
chrX	19986416	19990416	-	CXorf23
chrX	20133035	20137035	-	MAP7D2
chrX	20157962	20161962	-	EIF1AX
chrX	20283523	20287523	-	RPS6KA3
chrX	21390536	21394536	+	CNKSR2
chrX	21674448	21678448	-	KLHL34
chrX	21774281	21778281	-	SMPX
chrX	21855754	21859754	+	MBTPS2
chrX	21872105	21876105	+	YY2
chrX	21956691	21960691	+	SMS
chrX	22048559	22052559	+	PHEX
chrX	22289065	22293065	+	ZNF645
chrX	23016087	23020087	+	DDX53
chrX	23350133	23354133	+	PTCHD1
chrX	23680379	23684379	+	PRDX4
chrX	23782592	23786592	-	ACOT9
chrX	23799290	23803290	+	SAT1
chrX	23924057	23928057	-	APOO
chrX	23923918	23927918	+	CXorf58
chrX	24043303	24047303	-	KLHL15
chrX	24070833	24074833	+	EIF2S3
chrX	24165290	24169290	+	ZFX
chrX	24481338	24485338	+	PDK3
chrX	24688794	24692794	-	PCYT1B
chrX	24710036	24714036	+	POLA1
chrX	25032065	25036065	-	ARX
chrX	26154460	26158460	+	MAGEB18
chrX	26208557	26212557	+	MAGEB6
chrX	26232286	26236286	+	MAGEB5
chrX	27606499	27610499	+	DCAF8L2
chrX	27824107	27828107	+	MAGEB10
chrX	27997566	28001566	-	DCAF8L1
chrX	28603516	28607516	+	IL1RAPL1
chrX	30231677	30235677	+	MAGEB2
chrX	30246553	30250553	+	MAGEB3
chrX	30258057	30262057	+	MAGEB4
chrX	30259847	30263847	+	MAGEB1
chrX	30325715	30329715	-	NR0B1
chrX	30593961	30597961	-	CXorf21
chrX	30669476	30673476	+	GK
chrX	30991201	30995201	-	TAB3
chrX	31088170	31092170	-	FTHL17
chrX	33355558	33359558	-	DMD
chrX	34148447	34152447	-	FAM47A
chrX	34673405	34677405	-	TMEM47
chrX	34958913	34962913	+	FAM47B
chrX	35814459	35818459	+	MAGEB16
chrX	35935851	35939851	+	CXorf22
chrX	36051908	36055908	+	CHDC2
chrX	36244735	36248735	+	CXorf30
chrX	37024432	37028432	+	FAM47C
chrX	37206528	37210528	+	PRRG1
chrX	37206583	37210583	+	TM4SF2
chrX	37428822	37432822	+	LANCL3
chrX	37543012	37547012	+	XK
chrX	37637264	37641264	+	CYBB
chrX	37704890	37708890	-	DYNLT3
chrX	37848070	37852070	+	CXorf27
chrX	37863835	37867835	+	SYTL5
chrX	38078696	38082696	-	SRPX
chrX	38184817	38188817	-	RPGR
chrX	38209798	38213798	+	OTC
chrX	38418623	38422623	+	TSPAN7
chrX	38658685	38662685	+	MID1IP1
chrX	40034582	40038582	-	BCOR
chrX	40438146	40442146	+	ATP6AP2
chrX	40504819	40508819	-	CXorf38
chrX	40593110	40597110	-	MED14
chrX	40942888	40946888	+	USP9X
chrX	41190651	41194651	+	DDX3X
chrX	41304687	41308687	+	NYX
chrX	41780716	41784716	-	CASK
chrX	41546226	41550226	+	GPR34
chrX	41581408	41585408	+	GPR82
chrX	43513467	43517467	+	MAOA
chrX	43739693	43743693	-	MAOB
chrX	43830750	43834750	-	NDP
chrX	44200918	44204918	-	EFHC2
chrX	44400247	44404247	-	FUNDC1
chrX	44701249	44705249	+	DUSP21
chrX	44730757	44734757	+	KDM6A
chrX	45058146	45062146	-	CXorf36
chrX	46304292	46308292	+	KRBOX4
chrX	46402892	46406892	-	ZNF674
chrX	46431219	46435219	+	CHST7
chrX	46616490	46620490	-	SLC9A7
chrX	46694375	46698375	+	RP2
chrX	46757138	46761138	-	CXorf31
chrX	46769711	46773711	+	PHF16
chrX	46935775	46939775	+	RGN
chrX	47002903	47006903	-	NDUFB11
chrX	47002268	47006268	+	RBM10
chrX	47048260	47052260	+	UBA1
chrX	47075259	47079259	+	CDK16
chrX	47090089	47094089	+	USP11
chrX	47227982	47231982	+	ZNF157
chrX	47340345	47344345	-	ZNF41
chrX	47340970	47344970	+	CXorf24
chrX	47418516	47422516	+	ARAF
chrX	47477252	47481252	-	SYN1
chrX	47439712	47443712	+	TIMP1
chrX	47487704	47491704	-	CFP
chrX	47508003	47512003	-	ELK1
chrX	47516560	47520560	-	UXT
chrX	47694301	47698301	+	ZNF81
chrX	47861377	47865377	-	ZNF182
chrX	47929025	47933025	-	ZNF630
chrX	47861734	47865734	+	SPACA5
chrX	47988039	47992039	+	SPACA5B
chrX	48054199	48058199	-	SSX5
chrX	48112752	48116752	+	SSX1
chrX	48214142	48218142	-	SSX3
chrX	48240863	48244863	+	SSX4
chrX	48269344	48273344	-	SSX4B
chrX	48326644	48330644	-	SLC38A5
chrX	48332541	48336541	+	FTSJ1
chrX	48365350	48369350	+	PORCN
chrX	48377546	48381546	+	EBP
chrX	48395845	48399845	+	TBC1D25
chrX	48431275	48435275	-	AC115618.1
chrX	48430837	48434837	+	RBM3
chrX	48446430	48450430	+	WDR13
chrX	48532985	48536985	+	WAS
chrX	48551945	48555945	+	SUV39H1
chrX	48618154	48622154	+	GLOD5
chrX	48642962	48646962	+	GATA1
chrX	48657784	48661784	+	HDAC6
chrX	48685283	48689283	+	ERAS
chrX	48692035	48696035	-	PCSK1N
chrX	48753426	48757426	-	TIMM17B
chrX	48753195	48757195	+	PQBP1
chrX	48767235	48771235	-	SLC35A2
chrX	48774301	48778301	-	PIM2
chrX	48813648	48817648	-	OTUD5
chrX	48825976	48829976	-	KCND1
chrX	48856675	48860675	-	GRIPAP1
chrX	48899012	48903012	-	TFE3
chrX	48909101	48913101	+	CCDC120
chrX	48929730	48933730	-	PRAF2
chrX	48956108	48960108	-	WDR45
chrX	48935546	48939546	-	AF196779.12
chrX	48978151	48982151	-	GPKOW
chrX	49017061	49021061	+	MAGIX
chrX	49026273	49030273	+	PLP2
chrX	49040845	49044845	-	PRICKLE3
chrX	49054718	49058718	-	SYP
chrX	49087833	49091833	-	CACNA1F
chrX	49089927	49093927	+	CCDC22
chrX	49119288	49123288	-	FOXP3
chrX	49124306	49128306	+	PPP1R3F
chrX	49158148	49162148	+	GAGE10
chrX	49176536	49180536	+	GAGE12J
chrX	49186094	49190094	+	GAGE13
chrX	49195607	49199607	+	GAGE2E
chrX	49205160	49209160	+	GAGE2D
chrX	49214659	49218659	+	GAGE12I
chrX	49224182	49228182	+	GAGE2C
chrX	49233708	49237708	+	GAGE2B
chrX	49292472	49296472	+	GAGE12B
chrX	49294814	49298814	+	GAGE12C
chrX	49304370	49308370	+	GAGE12D
chrX	49313936	49317936	+	GAGE12E
chrX	49323479	49327479	+	GAGE12F
chrX	49333037	49337037	+	GAGE12G
chrX	49342586	49346586	+	GAGE12H
chrX	49352132	49356132	+	GAGE2A
chrX	49361628	49365628	+	GAGE1
chrX	49458596	49462596	-	PAGE1
chrX	49591863	49595863	+	PAGE4
chrX	49642470	49646470	+	USP27X
chrX	49685225	49689225	+	CLCN5
chrX	49963664	49967664	-	AKAP4
chrX	49965364	49969364	+	CCNB3
chrX	50555302	50559302	-	SHROOM4
chrX	50651784	50655784	+	BMP15
chrX	51073083	51077083	+	NUDT10
chrX	51147767	51151767	+	CXorf67
chrX	51237448	51241448	-	NUDT11
chrX	51484481	51488481	+	GSPT2
chrX	51544103	51548103	+	MAGED1
chrX	51795351	51799351	-	RP11-114H20.1
chrX	51810368	51814368	-	MAGED4B
chrX	51925919	51929919	+	MAGED4
chrX	51940963	51944963	+	RP11-363G10.2
chrX	52110173	52114173	+	XAGE2B
chrX	52233228	52237228	+	XAGE1B
chrX	52258363	52262363	-	XAGE1A
chrX	52385001	52389001	-	XAGE2
chrX	52509761	52513761	+	XAGE1C
chrX	52531303	52535303	-	XAGE1D
chrX	52544197	52548197	-	XAGE1E
chrX	52681950	52685950	-	SSX7
chrX	52734239	52738239	-	SSX2
chrX	52778318	52782318	+	SSX2B
chrX	52825141	52829141	-	SPANXN5
chrX	52839228	52843228	+	XAGE5
chrX	52895099	52899099	-	XAGE3
chrX	52918336	52922336	+	FAM156B
chrX	53022651	53026651	-	FAM156A
chrX	53076273	53080273	+	GPR173
chrX	53109549	53113549	+	TSPYL2
chrX	53252604	53256604	-	KDM5C
chrX	53348522	53352522	-	IQSEC2
chrX	53447677	53451677	-	SMC1A
chrX	53447639	53451639	+	RIBC1
chrX	53459320	53463320	-	HSD17B10
chrX	53711673	53715673	-	HUWE1
chrX	54073391	54077391	-	PHF8
chrX	54207714	54211714	-	FAM120C
chrX	54383075	54387075	-	WNK3
chrX	54464834	54468834	+	TSR2
chrX	54520599	54524599	-	FGD1
chrX	54554644	54558644	+	GNL3L
chrX	54822673	54826673	-	ITIH6
chrX	54832032	54836032	+	MAGED2
chrX	54944895	54948895	+	TRO
chrX	55022967	55026967	-	PFKFB1
chrX	55024790	55028790	+	APEX2
chrX	55055497	55059497	-	ALAS2
chrX	55099496	55103496	+	PAGE2B
chrX	55113441	55117441	+	PAGE2
chrX	55185743	55189743	-	FAM104B
chrX	55206944	55210944	-	MTRNR2L10
chrX	55244788	55248788	+	PAGE5
chrX	55289279	55293279	-	PAGE3
chrX	55476538	55480538	+	MAGEH1
chrX	55513635	55517635	-	USP51
chrX	55647833	55651833	+	FOXR2
chrX	55742172	55746172	+	RRAGB
chrX	56098757	56102757	+	AL353698.1
chrX	56256854	56260854	+	KLF8
chrX	56588026	56592026	+	UBQLN2
chrX	57019970	57023970	-	SPIN3
chrX	57145980	57149980	-	SPIN2B
chrX	57162058	57166058	-	SPIN2A
chrX	57311139	57315139	+	FAAH2
chrX	57616269	57620269	+	ZXDB
chrX	57935067	57939067	-	ZXDA
chrX	62569223	62573223	-	SPIN4
chrX	63003426	63007426	-	ARHGEF9
chrX	63423624	63427624	-	AMER1
chrX	63448511	63452511	-	ASB12
chrX	63613333	63617333	-	MTMR8
chrX	64252593	64256593	-	ZC4H2
chrX	64706615	64710615	+	ZC3H12B
chrX	64752655	64756655	-	LAS1L
chrX	64806257	64810257	+	MSN
chrX	65257967	65261967	-	VSIG4
chrX	65380391	65384391	+	HEPH
chrX	65857108	65861108	-	EDA2R
chrX	66762465	66766465	+	AR
chrX	67651755	67655755	-	OPHN1
chrX	67716165	67720165	+	YIPF6
chrX	67865508	67869508	+	STARD8
chrX	68046840	68050840	+	EFNB1
chrX	68383636	68387636	-	PJA1
chrX	68723084	68727084	+	FAM155B
chrX	68833911	68837911	+	EDA
chrX	69267788	69271788	-	AWAT2
chrX	69280341	69284341	+	OTUD6A
chrX	69351299	69355299	+	IGBP1
chrX	69395333	69399333	+	DGAT2L6
chrX	69452505	69456505	+	AWAT1
chrX	69477654	69481654	-	P2RY4
chrX	69486155	69490155	+	ARR3
chrX	69499943	69503943	+	RAB41
chrX	69508364	69512364	-	PDZD11
chrX	69507879	69511879	+	KIF4A
chrX	69640881	69644881	+	GDPD2
chrX	69662711	69666711	+	DLG3
chrX	70126581	70130581	-	TEX11
chrX	70148975	70152975	-	SLC7A3
chrX	70286273	70290273	-	SNX12
chrX	70314047	70318047	+	FOXO4
chrX	70324638	70328638	-	CXorf65
chrX	70329958	70333958	-	IL2RG
chrX	70336406	70340406	+	MED12
chrX	70362681	70366681	+	NLGN3
chrX	70433044	70437044	+	GJB1
chrX	70472996	70476996	-	ZMYM3
chrX	70501042	70505042	+	NONO
chrX	70519584	70523584	+	ITGB1BP2
chrX	70584114	70588114	+	TAF1
chrX	70750933	70754933	+	OGT
chrX	70796261	70800261	+	ACRC
chrX	70836367	70840367	-	CXCR3
chrX	71128938	71132938	+	NHSL2
chrX	71349758	71353758	-	RGAG4
chrX	71399203	71403203	+	PIN4
chrX	71456897	71460897	-	ERCC6L
