chr	start_promoter	end_promoter	strand	gene_name	gene_id
chrX	30242000	30244187	+	MAGEB4	ENSG00000120289.12
chrX	30243730	30252040	+	MAGEB1	ENSG00000214107.8
chrX	30304206	30309390	-	NR0B1	ENSG00000169297.8
chrX	30558809	30577766	-	CXorf21	ENSG00000120280.6
chrX	30653359	30731456	+	GK	ENSG00000198814.12
chrX	30827442	30975084	-	TAB3	ENSG00000157625.15
chrX	31071233	31072041	-	FTHL17	ENSG00000132446.7
chrX	31097677	33339441	-	DMD	ENSG00000198947.15
chrX	34129756	34132314	-	FAM47A	ENSG00000185448.10
chrX	34627075	34657285	-	TMEM47	ENSG00000147027.4
chrX	34942796	34944915	+	FAM47B	ENSG00000189132.6
chrX	35798342	35803735	+	MAGEB16	ENSG00000189023.10
chrX	35919734	36385317	+	CFAP47	ENSG00000165164.14
chrX	37008366	37011664	+	FAM47C	ENSG00000198173.5
chrX	37349275	37457295	+	PRRG1	ENSG00000130962.17
chrX	37349330	38687674	+	AF241726.2	ENSG00000250349.3
chrX	37571569	37684463	+	LANCL3	ENSG00000147036.12
chrX	37685791	37732130	+	XK	ENSG00000047597.7
chrX	37780059	37813461	+	CYBB	ENSG00000165168.8
chrX	37836757	37847571	-	DYNLT3	ENSG00000165169.11
chrX	37990779	37991314	+	H2AP	ENSG00000187516.7
chrX	37994252	37994918	+	H2AL1RP	ENSG00000229674.2
chrX	38006553	38128819	+	SYTL5	ENSG00000147041.12
chrX	38149336	38220924	-	SRPX	ENSG00000101955.15
chrX	38269163	38327544	-	RPGR	ENSG00000156313.15
chrX	38352586	38421446	+	OTC	ENSG00000036473.8
chrX	38561370	38688920	+	TSPAN7	ENSG00000156298.12
chrX	38801432	38806537	+	MID1IP1	ENSG00000165175.15
chrX	40049815	40177329	-	BCOR	ENSG00000183337.17
chrX	40579372	40606848	+	ATP6AP2	ENSG00000182220.15
chrX	40623566	40624136	+	MPC1L	ENSG00000238205.3
chrX	40626921	40647561	-	CXorf38	ENSG00000185753.13
chrX	40648305	40735858	-	MED14	ENSG00000180182.11
chrX	41085445	41236579	+	USP9X	ENSG00000124486.13
chrX	41333284	41364472	+	DDX3X	ENSG00000215301.10
chrX	41447434	41475710	+	NYX	ENSG00000188937.5
chrX	41514934	41923645	-	CASK	ENSG00000147044.21
chrX	41688973	41697275	+	GPR34	ENSG00000171659.15
chrX	41724181	41730130	+	GPR82	ENSG00000171657.6
chrX	42777366	42778163	-	PPP1R2C	ENSG00000102055.7
chrX	43654907	43746824	+	MAOA	ENSG00000189221.9
chrX	43766610	43882450	-	MAOB	ENSG00000069535.14
chrX	43948776	43973395	-	NDP	ENSG00000124479.11
chrX	44147872	44343672	-	EFHC2	ENSG00000183690.13
chrX	44523639	44542859	-	FUNDC1	ENSG00000069509.6
chrX	44844021	44844888	+	DUSP21	ENSG00000189037.8
chrX	44873177	45112779	+	KDM6A	ENSG00000147050.15
chrX	45148373	45200901	-	DIPK2B	ENSG00000147113.17
chrX	46447292	46497422	+	KRBOX4	ENSG00000147121.16
chrX	46497727	46545457	-	ZNF674	ENSG00000251192.7
chrX	46573765	46598496	+	CHST7	ENSG00000147119.4
chrX	46599251	46759118	-	SLC9A7	ENSG00000065923.10
chrX	46837043	46882358	+	RP2	ENSG00000102218.6
chrX	46912276	47061242	+	JADE3	ENSG00000102221.14
chrX	47078355	47093314	+	RGN	ENSG00000130988.13
chrX	47142216	47145504	-	NDUFB11	ENSG00000147123.10
chrX	47145221	47186813	+	RBM10	ENSG00000182872.16
chrX	47190861	47215128	+	UBA1	ENSG00000130985.17
chrX	47217860	47229997	+	CDK16	ENSG00000102225.16
chrX	47232866	47248328	+	USP11	ENSG00000102226.10
chrX	47370578	47414498	+	ZNF157	ENSG00000147117.8
chrX	47445879	47482946	-	ZNF41	ENSG00000147124.12
chrX	47561100	47571920	+	ARAF	ENSG00000078061.13
chrX	47571901	47619857	-	SYN1	ENSG00000008056.14
chrX	47582408	47586789	+	TIMP1	ENSG00000102265.12
chrX	47623172	47630305	-	CFP	ENSG00000126759.13
chrX	47635521	47650604	-	ELK1	ENSG00000126767.18
chrX	47651796	47659180	-	UXT	ENSG00000126756.12
chrX	47836902	48002561	+	ZNF81	ENSG00000197779.13
chrX	47974851	48003989	-	ZNF182	ENSG00000147118.12
chrX	47983356	48071658	-	ZNF630	ENSG00000221994.12
chrX	48004336	48009729	+	SPACA5	ENSG00000171489.10
chrX	48130657	48132613	+	SPACA5B	ENSG00000171478.7
chrX	48186220	48196763	-	SSX5	ENSG00000165583.14
chrX	48255317	48267444	+	SSX1	ENSG00000126752.7
chrX	48346427	48356707	-	SSX3	ENSG00000165584.16
chrX	48383516	48393347	+	SSX4	ENSG00000268009.6
chrX	48402078	48411910	-	SSX4B	ENSG00000269791.5
chrX	48458537	48470260	-	SLC38A5	ENSG00000017483.15
chrX	48476021	48486364	+	FTSJ1	ENSG00000068438.15
chrX	48508962	48520814	+	PORCN	ENSG00000102312.22
chrX	48521799	48528716	+	EBP	ENSG00000147155.11
chrX	48521806	48545469	+	AF196969.1	ENSG00000286268.1
chrX	48539714	48562609	+	TBC1D25	ENSG00000068354.16
chrX	48574449	48581162	+	RBM3	ENSG00000102317.18
chrX	48590042	48608869	+	WDR13	ENSG00000101940.18
chrX	48676596	48691427	+	WAS	ENSG00000015285.11
chrX	48695554	48709016	+	SUV39H1	ENSG00000101945.17
chrX	48761747	48773648	+	GLOD5	ENSG00000171433.12
chrX	48786562	48794311	+	GATA1	ENSG00000102145.15
chrX	48801377	48824982	+	HDAC6	ENSG00000094631.21
chrX	48826513	48830138	+	ERAS	ENSG00000187682.2
chrX	48831096	48835610	-	PCSK1N	ENSG00000102109.9
chrX	48890197	48903143	+	PQBP1	ENSG00000102103.16
chrX	48893447	48898143	-	TIMM17B	ENSG00000126768.12
chrX	48903180	48911958	-	SLC35A2	ENSG00000102100.16
chrX	48913182	48919024	-	PIM2	ENSG00000102096.9
chrX	48922028	48958386	-	OTUD5	ENSG00000068308.13
chrX	48961378	48971844	-	KCND1	ENSG00000102057.10
chrX	48973720	49002264	-	GRIPAP1	ENSG00000068400.13
chrX	49028726	49043410	-	TFE3	ENSG00000068323.17
chrX	49053572	49069857	+	CCDC120	ENSG00000147144.13
chrX	49071161	49074002	-	PRAF2	ENSG00000243279.4
chrX	49071470	49079887	-	AC231657.3	ENSG00000288053.1
chrX	49074433	49101170	-	WDR45	ENSG00000196998.19
chrX	49113407	49123735	-	GPKOW	ENSG00000068394.11
chrX	49162564	49168483	+	MAGIX	ENSG00000269313.5
chrX	49171898	49175235	+	PLP2	ENSG00000102007.11
chrX	49174802	49186528	-	PRICKLE3	ENSG00000012211.13
chrX	49187804	49200259	-	SYP	ENSG00000102003.10
chrX	49205063	49233371	-	CACNA1F	ENSG00000102001.13
chrX	49235470	49250520	+	CCDC22	ENSG00000101997.13
chrX	49250438	49270477	-	FOXP3	ENSG00000049768.16
chrX	49269793	49301461	+	PPP1R3F	ENSG00000049769.14
chrX	49303669	49319844	+	GAGE10	ENSG00000215274.5
chrX	49322057	49329384	+	GAGE12J	ENSG00000224659.2
chrX	49331616	49338952	+	GAGE13	ENSG00000274274.1
chrX	49341192	49345922	+	GAGE2E	ENSG00000275113.1
chrX	49529869	49529985	+	GAGE12B	ENSG00000236737.1
chrX	49532211	49539538	+	GAGE12C	ENSG00000237671.3
chrX	49541767	49549094	+	GAGE12D	ENSG00000227488.2
chrX	49551278	49568218	+	GAGE12F	ENSG00000236362.8
chrX	49551333	49558649	+	GAGE12E	ENSG00000216649.3
chrX	49570434	49577754	+	GAGE12G	ENSG00000215269.5
chrX	49579983	49587301	+	GAGE12H	ENSG00000224902.5
chrX	49589496	49608536	+	GAGE1	ENSG00000205777.17
chrX	49589529	49596827	+	GAGE2A	ENSG00000189064.8
chrX	49687447	49695984	-	PAGE1	ENSG00000068985.5
chrX	49829260	49834264	+	PAGE4	ENSG00000101951.17
chrX	49879484	49882558	+	USP27X	ENSG00000273820.2
chrX	49922596	50099235	+	CLCN5	ENSG00000171365.17
chrX	50190777	50201007	-	AKAP4	ENSG00000147081.15
chrX	50202713	50351914	+	CCNB3	ENSG00000147082.18
chrX	50365409	50470825	-	DGKK	ENSG00000274588.2
chrX	50591647	50814302	-	SHROOM4	ENSG00000158352.15
chrX	50910735	50916641	+	BMP15	ENSG00000130385.6
chrX	51332231	51337525	+	NUDT10	ENSG00000122824.11
chrX	51406948	51408843	+	EZHIP	ENSG00000187690.4
chrX	51490011	51496592	-	NUDT11	ENSG00000196368.5
chrX	51617024	51618968	-	CENPVL3	ENSG00000224109.3
chrX	51681212	51682831	-	CENPVL2	ENSG00000283093.1
chrX	51710512	51712131	+	CENPVL1	ENSG00000223591.5
chrX	51743442	51746232	+	GSPT2	ENSG00000189369.9
chrX	51803007	51902354	+	MAGED1	ENSG00000179222.18
chrX	52061827	52069248	-	MAGED4B	ENSG00000187243.16
chrX	52184823	52192268	+	MAGED4	ENSG00000154545.16
chrX	52369021	52375680	+	XAGE2	ENSG00000155622.7
chrX	52495808	52500812	+	XAGE1A	ENSG00000204379.11
chrX	52512077	52520803	-	XAGE1B	ENSG00000204382.11
chrX	52644061	52654900	-	SSX7	ENSG00000187754.9
chrX	52696896	52707189	-	SSX2	ENSG00000241476.8
chrX	52751132	52790305	+	SSX2B	ENSG00000268447.6
chrX	52796144	52797427	-	SPANXN5	ENSG00000204363.5
chrX	52812204	52818301	+	XAGE5	ENSG00000171405.12
chrX	52862525	52868083	-	XAGE3	ENSG00000171402.15
chrX	52891306	52908560	+	FAM156B	ENSG00000179304.16
chrX	52926402	52995472	-	FAM156A	ENSG00000268350.7
chrX	53048789	53080615	+	GPR173	ENSG00000184194.6
chrX	53082367	53088540	+	TSPYL2	ENSG00000184205.14
chrX	53094145	53170914	+	KANTR	ENSG00000232593.7
chrX	53191321	53225422	-	KDM5C	ENSG00000126012.12
chrX	53225828	53321350	-	IQSEC2	ENSG00000124313.16
chrX	53374149	53422728	-	SMC1A	ENSG00000072501.18
chrX	53422690	53431120	+	RIBC1	ENSG00000158423.17
chrX	53431258	53434370	-	HSD17B10	ENSG00000072506.13
chrX	53532096	53686728	-	HUWE1	ENSG00000086758.16
chrX	53936676	54048958	-	PHF8	ENSG00000172943.20
chrX	54068324	54183281	-	FAM120C	ENSG00000184083.12
chrX	54192823	54358642	-	WNK3	ENSG00000196632.10
chrX	54440404	54448032	+	TSR2	ENSG00000158526.8
chrX	54445454	54496234	-	FGD1	ENSG00000102302.8
chrX	54530183	54621521	+	GNL3L	ENSG00000130119.17
chrX	54748918	54798255	-	ITIH6	ENSG00000102313.9
chrX	54807599	54816015	+	MAGED2	ENSG00000102316.17
chrX	54920462	54931431	+	TRO	ENSG00000067445.21
chrX	54932961	54998534	-	PFKFB1	ENSG00000158571.11
chrX	55000363	55009057	+	APEX2	ENSG00000169188.5
chrX	55009055	55030977	-	ALAS2	ENSG00000158578.21
chrX	55075030	55078909	+	PAGE2B	ENSG00000238269.9
chrX	55089018	55092842	+	PAGE2	ENSG00000234068.7
chrX	55143102	55161310	-	FAM104B	ENSG00000182518.13
chrX	55181392	55182442	-	MTRNR2L10	ENSG00000256045.3
chrX	55220355	55224108	+	PAGE5	ENSG00000158639.12
chrX	55258412	55264846	-	PAGE3	ENSG00000204279.7
chrX	55452127	55453566	+	MAGEH1	ENSG00000187601.5
chrX	55484616	55489202	-	USP51	ENSG00000247746.4
chrX	55623400	55626192	+	FOXR2	ENSG00000189299.7
chrX	55717739	55758774	+	RRAGB	ENSG00000083750.12
chrX	56232356	56291531	+	KLF8	ENSG00000102349.18
chrX	56563639	56567868	+	UBQLN2	ENSG00000188021.8
chrX	56729241	56819179	+	NBDY	ENSG00000204272.13
chrX	56818298	56995827	-	SPIN3	ENSG00000204271.13
chrX	57118551	57121546	-	SPIN2B	ENSG00000186787.8
chrX	57134530	57137625	-	SPIN2A	ENSG00000147059.8
chrX	57286706	57489196	+	FAAH2	ENSG00000165591.6
chrX	57591652	57597545	+	ZXDB	ENSG00000198455.4
chrX	57677067	57680260	-	NLRP2B	ENSG00000215174.2
chrX	57906708	57910820	-	ZXDA	ENSG00000198205.6
chrX	63347228	63351332	-	SPIN4	ENSG00000186767.7
chrX	63634967	63809274	-	ARHGEF9	ENSG00000131089.17
chrX	64185117	64205708	-	AMER1	ENSG00000184675.11
chrX	64224194	64230607	-	ASB12	ENSG00000198881.10
chrX	64268081	64395452	-	MTMR8	ENSG00000102043.16
chrX	64915802	65034713	-	ZC4H2	ENSG00000126970.16
chrX	65366638	65507887	+	ZC3H12B	ENSG00000102053.12
chrX	65512582	65534775	-	LAS1L	ENSG00000001497.16
chrX	65588377	65741931	+	MSN	ENSG00000147065.17
chrX	66021738	66040125	-	VSIG4	ENSG00000155659.15
chrX	66162549	66268867	+	HEPH	ENSG00000089472.16
chrX	66595637	66639298	-	EDA2R	ENSG00000131080.15
chrX	67544021	67730619	+	AR	ENSG00000169083.17
chrX	68042344	68433913	-	OPHN1	ENSG00000079482.13
chrX	68498562	68537282	+	YIPF6	ENSG00000181704.12
chrX	68647666	68725842	+	STARD8	ENSG00000130052.13
chrX	68829021	68842160	+	EFNB1	ENSG00000090776.6
chrX	69160851	69165793	-	PJA1	ENSG00000181191.11
chrX	69504326	69532508	+	FAM155B	ENSG00000130054.5
chrX	69616067	70039472	+	EDA	ENSG00000158813.18
chrX	70040542	70049938	-	AWAT2	ENSG00000147160.9
chrX	70062457	70064179	+	OTUD6A	ENSG00000189401.3
chrX	70133447	70166324	+	IGBP1	ENSG00000089289.16
chrX	70177483	70205704	+	DGAT2L6	ENSG00000184210.6
chrX	70234655	70240659	+	AWAT1	ENSG00000204195.4
chrX	70258170	70259764	-	P2RY4	ENSG00000186912.6
chrX	70268305	70281840	+	ARR3	ENSG00000120500.18
chrX	70282093	70285002	+	RAB41	ENSG00000147127.8
chrX	70286595	70290514	-	PDZD11	ENSG00000120509.10
chrX	70290104	70420886	+	KIF4A	ENSG00000090889.12
chrX	70423031	70433390	+	GDPD2	ENSG00000130055.13
chrX	70444835	70505490	+	DLG3	ENSG00000082458.12
chrX	70528940	70908731	-	TEX11	ENSG00000120498.13
chrX	70925579	70931125	-	SLC7A3	ENSG00000165349.12
chrX	71056332	71073426	-	SNX12	ENSG00000147164.12
chrX	71095851	71103532	+	FOXO4	ENSG00000184481.17
chrX	71103889	71106788	-	CXorf65	ENSG00000204165.6
chrX	71103987	71111575	-	AL590764.2	ENSG00000285171.1
chrX	71107404	71112108	-	IL2RG	ENSG00000147168.13
chrX	71118556	71142454	+	MED12	ENSG00000184634.16
chrX	71144831	71171201	+	NLGN3	ENSG00000196338.13
chrX	71215194	71225516	+	GJB1	ENSG00000169562.12
chrX	71239624	71255146	-	ZMYM3	ENSG00000147130.14
chrX	71283192	71301168	+	NONO	ENSG00000147140.16
chrX	71301750	71305371	+	ITGB1BP2	ENSG00000147166.11
chrX	71366239	71532374	+	TAF1	ENSG00000147133.15
chrX	71533104	71575892	+	OGT	ENSG00000147162.14
chrX	71578411	71613583	+	GCNA	ENSG00000147174.11
chrX	71615916	71618511	-	CXCR3	ENSG00000186810.8
chrX	71667542	71671524	+	BX276092.9	ENSG00000283599.2
chrX	71714371	71718151	-	CXorf49	ENSG00000215115.6
chrX	71763424	71767204	+	CXorf49B	ENSG00000215113.6
chrX	71910818	72161750	+	NHSL2	ENSG00000204131.9
chrX	72127110	72131901	-	RTL5	ENSG00000242732.4
chrX	72181353	72302926	+	PIN4	ENSG00000102309.15
chrX	72204657	72239027	-	ERCC6L	ENSG00000186871.7
chrX	72255679	72277248	-	RPS4X	ENSG00000198034.11
chrX	72301638	72307187	-	CITED1	ENSG00000125931.11
chrX	72301691	72572843	-	AL133500.1	ENSG00000285547.1
chrX	72329516	72573101	-	HDAC8	ENSG00000147099.21
chrX	72578814	72714319	-	PHKA1	ENSG00000067177.15
chrX	72777009	72848802	+	DMRTC1B	ENSG00000184911.14
chrX	72781865	72782660	-	FAM236B	ENSG00000268994.3
chrX	72807425	72808210	-	FAM236D	ENSG00000225396.5
chrX	72872025	72943814	-	DMRTC1	ENSG00000269502.5
chrX	72912615	72913401	+	FAM236C	ENSG00000283594.1
chrX	72938163	72938958	+	FAM236A	ENSG00000275520.2
chrX	73002939	73006106	+	PABPC1L2B	ENSG00000184388.6
chrX	73077276	73079512	-	PABPC1L2A	ENSG00000186288.5
chrX	73212299	73214851	-	NAP1L2	ENSG00000186462.9
chrX	73447254	73455245	+	CDX4	ENSG00000131264.3
chrX	73563200	73687102	+	CHIC1	ENSG00000204116.11
chrX	74304180	74305034	+	ZCCHC13	ENSG00000187969.6
chrX	74421493	74533917	+	SLC16A2	ENSG00000147100.11
chrX	74582976	74614624	-	RLIM	ENSG00000131263.13
chrX	74732856	74925485	-	NEXMIF	ENSG00000050030.15
chrX	75051048	75156732	-	ABCB7	ENSG00000131269.19
chrX	75156388	75304885	+	UPRT	ENSG00000094841.14
chrX	75368427	75523502	-	ZDHHC15	ENSG00000102383.14
chrX	75782987	75785254	-	MAGEE2	ENSG00000186675.7
chrX	76173040	76178314	+	PBDC1	ENSG00000102390.11
chrX	76427710	76431342	+	MAGEE1	ENSG00000198934.5
chrX	77447389	77457278	+	FGF16	ENSG00000196468.8
chrX	77504878	77786233	-	ATRX	ENSG00000085224.22
chrX	77826364	77895593	-	MAGT1	ENSG00000102158.19
chrX	77899440	77907376	+	COX7B	ENSG00000131174.7
chrX	77910656	78050395	+	ATP7A	ENSG00000165240.20
chrX	77910739	78129295	+	PGK1	ENSG00000102144.15
chrX	77967949	77969638	-	PGAM4	ENSG00000226784.3
chrX	78129748	78139650	-	TAF9B	ENSG00000187325.5
chrX	78271468	78327691	-	CYSLTR1	ENSG00000173198.6
chrX	78656068	78659328	-	RTL3	ENSG00000179300.4
chrX	78747709	78757094	+	LPAR4	ENSG00000147145.12
chrX	78945332	78963727	+	P2RY10	ENSG00000078589.13
chrX	79144663	79175315	+	GPR174	ENSG00000147138.2
chrX	79360384	79367667	-	ITM2A	ENSG00000078596.11
chrX	80014753	80031774	+	TBX22	ENSG00000122145.15
chrX	80335504	80445311	+	TENT5D	ENSG00000174016.11
chrX	80669503	80809877	-	BRWD3	ENSG00000165288.11
chrX	81113699	81201913	-	HMGN5	ENSG00000198157.11
chrX	81202102	81298547	+	SH3BGRL	ENSG00000131171.13
chrX	83508290	83512127	+	POU3F4	ENSG00000196767.9
chrX	83861126	83886699	+	CYLC1	ENSG00000183035.13
chrX	84058346	84188199	-	RPS6KA6	ENSG00000072133.11
chrX	84317874	84502479	-	HDX	ENSG00000165259.14
chrX	85003877	85093316	+	APOOL	ENSG00000155008.14
chrX	85092287	85243961	-	SATL1	ENSG00000184788.13
chrX	85244032	85273362	+	ZNF711	ENSG00000147180.16
chrX	85277396	85379717	-	POF1B	ENSG00000124429.18
chrX	85861180	86047561	-	CHM	ENSG00000188419.14
chrX	86148451	86832604	+	DACH2	ENSG00000126733.21
chrX	87517409	87670050	+	KLHL4	ENSG00000102271.14
chrX	88747225	88754785	+	CPXCR1	ENSG00000147183.10
chrX	89921908	89922883	+	TGIF2LX	ENSG00000153779.11
chrX	91434595	91438584	+	PABPC5	ENSG00000174740.8
chrX	91779261	92623230	+	PCDH11X	ENSG00000102290.22
chrX	93670930	93673578	-	NAP1L3	ENSG00000186310.10
chrX	93674013	93712274	+	FAM133A	ENSG00000179083.6
chrX	96684663	97604997	+	DIAPH2	ENSG00000147202.18
chrX	96883908	96885467	+	RPA4	ENSG00000204086.4
chrX	100291644	100410273	-	PCDH19	ENSG00000165194.15
chrX	100584936	100599885	+	TNMD	ENSG00000000005.6
chrX	100627108	100639991	-	TSPAN6	ENSG00000000003.15
chrX	100644195	100675788	+	SRPX2	ENSG00000102359.7
chrX	100674491	100732123	-	SYTL4	ENSG00000102362.15
chrX	100820359	100840932	+	CSTF2	ENSG00000101811.13
chrX	100843324	100874359	-	NOX1	ENSG00000007952.18
chrX	100913445	100929433	-	XKRX	ENSG00000182489.9
chrX	100969708	100990831	+	ARL13A	ENSG00000174225.15
chrX	101009346	101052116	-	TRMT2B	ENSG00000188917.15
chrX	101078879	101096367	+	TMEM35A	ENSG00000126950.8
chrX	101098218	101163681	+	CENPI	ENSG00000102384.13
chrX	101219769	101264497	+	DRP2	ENSG00000102385.12
chrX	101268253	101293057	-	TAF7L	ENSG00000102387.15
chrX	101345661	101348742	-	TIMM8A	ENSG00000126953.8
chrX	101349447	101390796	-	BTK	ENSG00000010671.16
chrX	101390824	101396155	+	RPL36A	ENSG00000241343.10
chrX	101391011	101412297	+	RPL36A-HNRNPH2	ENSG00000257529.5
chrX	101393273	101408012	-	GLA	ENSG00000102393.12
chrX	101408222	101414133	+	HNRNPH2	ENSG00000126945.9
chrX	101418287	101533459	+	ARMCX4	ENSG00000196440.11
chrX	101550547	101554700	+	ARMCX1	ENSG00000126947.13
chrX	101615118	101618001	-	ARMCX6	ENSG00000198960.11
chrX	101622797	101627843	+	ARMCX3	ENSG00000102401.20
chrX	101655281	101659850	-	ARMCX2	ENSG00000184867.14
chrX	101832112	101857577	-	NXF5	ENSG00000126952.17
chrX	101882288	101932079	-	ZMAT1	ENSG00000166432.15
chrX	102125679	102140426	+	TCEAL2	ENSG00000184905.9
chrX	102140476	102142970	-	TCEAL6	ENSG00000204071.10
chrX	102153708	102155977	-	BEX5	ENSG00000184515.11
chrX	102215301	102229532	+	TCP11X1	ENSG00000268235.7
chrX	102247167	102326722	+	NXF2	ENSG00000269405.7
chrX	102360395	102471812	-	AC235565.2	ENSG00000284800.1
chrX	102360396	102439932	-	NXF2B	ENSG00000269437.7
chrX	102456862	102471842	-	TCP11X2	ENSG00000215029.10
chrX	102513682	102516739	-	TMSB15A	ENSG00000158164.7
chrX	102599168	102604159	+	ARMCX5	ENSG00000125962.14
chrX	102651092	102659083	+	GPRASP1	ENSG00000198932.13
chrX	102712176	102717733	+	GPRASP2	ENSG00000158301.18
chrX	102712495	102753530	+	ARMCX5-GPRASP2	ENSG00000286237.1
chrX	102720688	102753540	+	BHLHB9	ENSG00000198908.12
chrX	102937272	102938300	+	RAB40AL	ENSG00000102128.8
chrX	103062651	103064171	-	BEX1	ENSG00000133169.6
chrX	103075810	103093143	-	NXF3	ENSG00000147206.17
chrX	103215108	103217246	+	BEX4	ENSG00000102409.10
chrX	103252995	103255192	-	TCEAL8	ENSG00000180964.17
chrX	103273691	103276750	-	TCEAL5	ENSG00000204065.3
chrX	103309346	103311046	-	BEX2	ENSG00000133134.11
chrX	103330229	103332326	+	TCEAL7	ENSG00000182916.8
chrX	103356489	103358462	+	TCEAL9	ENSG00000185222.10
chrX	103376395	103378164	+	BEX3	ENSG00000166681.14
chrX	103499130	103519489	-	RAB40A	ENSG00000172476.4
chrX	103576231	103587736	+	TCEAL4	ENSG00000133142.17
chrX	103607451	103629690	+	TCEAL3	ENSG00000196507.11
chrX	103628704	103630953	+	TCEAL1	ENSG00000172465.14
chrX	103675496	103688158	-	MORF4L2	ENSG00000123562.17
chrX	103702210	103728655	-	GLRA4	ENSG00000188828.12
chrX	103710909	103714032	+	TMEM31	ENSG00000179363.7
chrX	103773718	103792619	+	PLP1	ENSG00000123560.14
chrX	103822327	103832257	-	RAB9B	ENSG00000123570.4
chrX	103918896	103966712	+	TMSB15B	ENSG00000158427.15
chrX	104011147	104013687	-	H2BW1	ENSG00000123569.8
chrX	104039949	104042454	+	H2BW2	ENSG00000101812.12
chrX	104063871	104076212	-	TMSB15B	ENSG00000269226.7
chrX	104099214	104157009	-	SLC25A53	ENSG00000269743.3
chrX	104112131	104115846	+	ZCCHC18	ENSG00000166707.11
chrX	104166453	104195902	+	FAM199X	ENSG00000123575.9
chrX	104250038	104254933	-	ESX1	ENSG00000123576.5
chrX	104566199	105767829	+	IL1RAPL2	ENSG00000189108.13
chrX	105218929	105220694	-	TEX13A	ENSG00000268629.8
chrX	105822539	105958610	+	NRK	ENSG00000123572.17
chrX	106032435	106038727	-	SERPINA7	ENSG00000123561.15
chrX	106168305	106208956	+	PWWP3B	ENSG00000157502.13
chrX	106611930	106679439	+	RADX	ENSG00000147231.14
chrX	106693794	106797016	+	RNF128	ENSG00000133135.14
chrX	106802673	106876150	+	TBC1D8B	ENSG00000133138.20
chrX	106813871	107000212	-	MORC4	ENSG00000133131.15
chrX	106900063	106903341	-	RIPPLY1	ENSG00000147223.6
chrX	106900164	106930861	+	CLDN2	ENSG00000165376.11
chrX	107064420	107118823	-	RBM41	ENSG00000089682.16
chrX	107123427	107206433	-	NUP62CL	ENSG00000198088.10
chrX	107206611	107244247	+	PIH1D3	ENSG00000080572.13
chrX	107522450	107605251	+	FRMPD3	ENSG00000147234.10
chrX	107628424	107651026	+	PRPS1	ENSG00000147224.12
chrX	107713221	107777342	-	TSC22D3	ENSG00000157514.16
chrX	107774899	107795829	+	NCBP2L	ENSG00000170935.8
chrX	107825755	107927193	+	MID2	ENSG00000080561.13
chrX	107980864	107982370	-	TEX13B	ENSG00000170925.3
chrX	108044970	108079184	+	VSIG1	ENSG00000101842.13
chrX	108084207	108091549	-	PSMD10	ENSG00000101843.19
chrX	108091668	108154671	+	ATG4A	ENSG00000101844.18
chrX	108155607	108439497	-	COL4A6	ENSG00000197565.16
chrX	108439838	108697545	+	COL4A5	ENSG00000188153.14
chrX	108722070	108732687	-	AL035425.3	ENSG00000260548.1
chrX	108732482	108736409	-	IRS4	ENSG00000133124.11
chrX	109372906	109482086	-	GUCY2F	ENSG00000101890.5
chrX	109535781	109544690	+	NXT2	ENSG00000101888.11
chrX	109623700	109625172	-	KCNE5	ENSG00000176076.7
chrX	109624244	109733403	-	ACSL4	ENSG00000068366.20
chrX	110002631	110182734	+	TMEM164	ENSG00000157600.12
chrX	110194186	110440233	-	AMMECR1	ENSG00000101935.10
chrX	110358816	110456334	+	RTL9	ENSG00000243978.8
chrX	110673856	110795819	-	CHRDL1	ENSG00000101938.15
chrX	110944285	111227361	+	PAK3	ENSG00000077264.15
chrX	111245099	111270483	-	CAPN6	ENSG00000077274.9
chrX	111293779	111412429	-	DCX	ENSG00000077279.19
chrX	111511662	111522399	+	SERTM2	ENSG00000260802.1
chrX	111665811	111760649	+	ALG13	ENSG00000101901.12
chrX	111774315	112082776	-	TRPC5	ENSG00000072315.3
chrX	111876051	111903990	+	TRPC5OS	ENSG00000204025.7
chrX	112454500	112457112	+	RTL4	ENSG00000187823.3
chrX	112630648	112680054	-	LHFPL1	ENSG00000182508.14
chrX	112774503	112840815	-	AMOT	ENSG00000126016.15
chrX	114584078	114910061	+	HTR2C	ENSG00000147246.10
chrX	115003975	115019977	-	IL13RA2	ENSG00000123496.8
